Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU44,OUT046,2649.82547855647
DRG39,OUT035,877.6053617778254
FDU32,OUT049,2096.245463179338
FDY27,OUT049,2993.0618994304973
NCP54,OUT013,2130.703319055408
NCZ41,OUT049,2073.3935687250937
DRL49,OUT013,2226.825584913574
FDI05,OUT018,1238.6840895929047
FDY56,OUT045,3800.2316770689827
DRC13,OUT013,2045.7247556708369
NCV29,OUT017,2981.794814867981
FDR24,OUT049,1337.6398937164188
FDZ34,OUT018,3075.8413309939406
FDP37,OUT035,1998.113130285078
FDX08,OUT027,4750.712557512325
FDS57,OUT045,2064.992361646698
NCG18,OUT049,1654.5352802095565
FDK25,OUT018,2631.4492727548536
FDH53,OUT049,1256.172384200174
DRI59,OUT018,3455.2185211176616
FDA52,OUT046,2781.258484381518
FDT20,OUT010,131.80625081322768
FDE36,OUT019,385.5817833555237
FDI24,OUT017,2786.342337234268
FDB28,OUT018,3048.338345697259
FDV11,OUT017,2797.4671454253844
FDP01,OUT046,2533.5008372209927
FDD34,OUT027,4284.345005338159
FDJ50,OUT027,1104.9445324003418
FDZ44,OUT013,1950.8468956094787
DRO59,OUT035,1188.7414682833466
DRB48,OUT045,645.1788592870128
FDR21,OUT018,2730.3532194166837
NCE42,OUT010,573.8664998856955
FDO23,OUT046,1457.5154916730594
NCE30,OUT018,3354.909343107443
FDQ22,OUT035,625.4671596121648
FDY01,OUT045,1851.6095348294095
FDS08,OUT017,2772.5937619983993
FDG28,OUT018,3724.169265474443
FDQ51,OUT018,714.8822071015776
FDB05,OUT017,4113.241925815457
FDO56,OUT049,1927.690201286334
FDE02,OUT018,1393.453475295383
FDN45,OUT017,3693.2943131683774
FDS09,OUT013,767.7882312302507
NCA54,OUT018,2884.6890431063894
FDP09,OUT010,573.3101740800518
FDC53,OUT045,1543.030821710692
NCM55,OUT017,3172.829626194753
FDL09,OUT018,2664.259029319684
FDA11,OUT019,235.28595894240206
FDA50,OUT045,1500.6421533981504
FDC23,OUT017,2965.0364585759853
FDE22,OUT049,2593.973459506027
FDD23,OUT046,3233.8961900032077
NCA29,OUT049,3014.2872372509596
FDK38,OUT046,2358.6211041610527
DRC13,OUT046,2066.123790548301
NCP43,OUT049,2931.6861314406547
FDX28,OUT049,1550.6144348151981
FDF08,OUT049,1356.8019233239008
FDZ33,OUT046,2449.156680841932
FDD10,OUT049,2886.015952239391
FDO58,OUT017,2573.7810926617385
FDI50,OUT017,3958.260811727543
FDO58,OUT045,2655.51870089966
FDX08,OUT013,3078.925390596392
NCK17,OUT010,131.80625081322768
FDF39,OUT035,4304.50383321403
FDU45,OUT010,265.4295072219378
NCJ18,OUT018,1816.8228988020805
DRC27,OUT019,572.8498743898261
DRC25,OUT035,1419.3163615788717
FDU59,OUT035,2413.8928656745124
FDU28,OUT035,3052.7168295598217
NCP30,OUT046,668.2467188940453
FDB39,OUT018,871.7143908552144
FDE41,OUT013,1380.4518660102863
DRH11,OUT010,131.80625081322768
FDA58,OUT045,3700.8505102771514
FDU50,OUT046,1885.4778956446894
FDM34,OUT013,2089.731491115707
FDM44,OUT027,2860.1354454009042
FDR39,OUT045,3020.601626564596
FDM25,OUT045,2780.5589019311024
FDQ49,OUT049,2514.5675600663194
DRH25,OUT018,822.8568294332687
FDM09,OUT027,4322.9404787841595
FDL44,OUT019,382.792156544818
NCR42,OUT018,562.5391570668899
DRL59,OUT046,927.7123472032991
FDX43,OUT013,2627.3156570741426
DRK47,OUT010,574.2666314281427
FDU48,OUT018,1921.9105937705822
FDY12,OUT045,785.2880811716951
NCN43,OUT018,1998.9400218351434
NCM55,OUT018,3041.74502632924
FDQ21,OUT027,2981.660982044079
FDX13,OUT035,4211.745512027212
NCK30,OUT027,5846.284465239467
FDG20,OUT049,2827.0161216049323
DRG27,OUT017,595.7396256141823
FDY14,OUT018,4001.432246091136
FDP59,OUT035,1642.359388615224
FDU60,OUT017,2743.8542332820266
NCC18,OUT019,417.7007192223694
DRJ39,OUT017,3729.329824775377
FDS07,OUT049,1895.6856191142451
FDM08,OUT027,5847.642262698811
FDP51,OUT045,1937.2765006458656
FDU16,OUT035,1333.9072361941758
FDH12,OUT013,1644.8549446096754
DRE48,OUT010,506.4650641556412
NCL42,OUT027,5847.642262698811
FDR21,OUT045,2799.6714839214865
NCW29,OUT035,2055.4237905928762
FDO11,OUT013,4214.98096892684
NCM31,OUT049,2113.849708851214
FDV35,OUT019,370.41926628591335
FDF58,OUT017,1008.1732752776479
NCE43,OUT049,2856.987085182287
FDA02,OUT035,2506.8038707128917
DRL37,OUT010,131.80625081322768
FDR24,OUT018,1340.7345510604825
FDW59,OUT049,1308.956187329594
FDS22,OUT049,705.7874868265059
FDW24,OUT017,720.1334404457583
FDU24,OUT035,1541.7146962223699
FDA21,OUT027,5154.635034236355
FDH58,OUT027,2919.6792511641024
FDW36,OUT018,1573.9146697403035
FDI45,OUT027,4412.719246477883
FDU01,OUT018,2926.844331338562
FDF35,OUT027,2887.713586829346
FDU43,OUT019,572.8498743898261
FDE24,OUT019,357.3222249358879
FDK50,OUT049,2552.0154262010824
FDG31,OUT045,1084.2917898768217
FDC60,OUT045,1418.9366019221322
FDL36,OUT013,1369.7707308243453
FDP21,OUT013,3162.683016624753
FDW16,OUT045,1374.8258682147796
FDX02,OUT017,3826.00086327527
FDQ58,OUT027,4132.926423056252
FDT51,OUT046,1801.3151064106376
FDD59,OUT049,1294.6367855931082
NCM42,OUT018,1630.7230225883425
FDA57,OUT018,581.374065313364
FDZ48,OUT035,1660.775091210597
FDE46,OUT045,2554.4146972988997
NCZ30,OUT019,280.1842389596336
FDB56,OUT017,3165.426278648472
FDA25,OUT027,2860.1354454009042
FDD20,OUT013,2145.2939624446512
FDL25,OUT013,1443.1263944306204
NCO18,OUT049,2975.5577333772103
FDJ45,OUT017,571.0775835183504
FDR12,OUT035,2904.6934834817503
NCF19,OUT010,131.80625081322768
FDK25,OUT046,2674.5009198287353
NCR17,OUT046,1998.3370725130867
FDC52,OUT046,2453.8853904494745
NCA54,OUT017,3028.765077862369
FDR45,OUT010,574.4514881632732
NCM19,OUT049,1936.8012064095033
FDF39,OUT027,5847.642262698811
FDX23,OUT049,1513.5205932722317
FDD58,OUT027,2851.871523084454
FDX28,OUT013,1630.645484806864
NCD31,OUT013,2607.56772397237
FDU57,OUT018,2343.5606427066664
FDI27,OUT046,783.0695882178542
NCM42,OUT046,1709.4909589710828
FDD32,OUT027,2232.8162162769017
FDI34,OUT013,3694.1655788575104
NCM29,OUT049,2130.6301439299305
FDG46,OUT018,1799.6479700995726
DRC01,OUT010,131.80625081322768
FDB15,OUT027,5846.284465239467
NCA17,OUT027,4098.9882578091765
FDF10,OUT046,2639.7636250670826
FDR26,OUT027,4676.371348927413
FDI02,OUT049,1709.9035532367911
NCM54,OUT010,274.9513347056842
FDF14,OUT013,2349.1751388790767
FDJ33,OUT010,271.8282451745716
FDM20,OUT035,4061.1960464180697
FDC03,OUT027,5736.309052018832
NCX05,OUT046,1925.872407060022
NCM41,OUT027,2808.797764065367
NCU29,OUT010,365.33555599487295
FDQ59,OUT017,1327.849780203087
FDH46,OUT010,241.05559658126757
FDH09,OUT013,769.6644408122735
NCD06,OUT045,780.3623512073672
FDC15,OUT035,2560.379419775066
DRD37,OUT027,1066.066366671236
FDT28,OUT027,4098.9882578091765
FDR28,OUT027,4306.852163150089
FDT38,OUT017,1307.359387775418
FDV34,OUT027,1481.4344791122178
FDY52,OUT035,1070.407505346161
FDB34,OUT013,1359.7288859865835
DRL23,OUT018,1562.8367241958372
DRB24,OUT046,2447.3016774942867
FDJ50,OUT046,970.5537099035851
FDQ49,OUT035,2499.0449338880367
FDP20,OUT035,1988.0468703026138
FDV19,OUT027,4256.611734173042
NCR54,OUT045,3019.645076354631
FDO09,OUT010,573.8405321522026
FDS57,OUT018,2057.2825523593015
FDN10,OUT049,1929.7736078664898
FDV23,OUT049,2084.4589717772037
FDY28,OUT049,3638.01360129234
DRG51,OUT013,2570.855949576618
FDD45,OUT019,235.3076849915031
NCL18,OUT027,5736.309052018832
NCM29,OUT013,2111.9225410903946
FDF17,OUT027,5759.644839742442
FDE22,OUT017,2579.448836397136
FDQ22,OUT017,565.8326616326833
FDS01,OUT013,3010.2128770585637
FDW35,OUT027,1033.6466127221595
FDJ33,OUT046,2049.777597448842
NCF54,OUT035,2827.4654943793953
FDE09,OUT013,1708.2367493155596
NCE06,OUT045,2465.6816402661493
DRH49,OUT049,1259.1341759550412
FDY43,OUT045,2805.1272811755057
NCT05,OUT017,4144.323031654087
FDZ34,OUT045,3182.706587253779
FDL38,OUT017,1316.6303608313747
FDZ31,OUT017,3171.5482821362116
FDR14,OUT035,920.5559141150817
NCN54,OUT049,1246.5668824291188
NCC42,OUT027,2987.5194257046446
FDK08,OUT017,1590.436093767611
FDP59,OUT013,1638.0211233101693
FDV22,OUT035,2731.4644885358653
FDD33,OUT035,3739.9738302879837
DRE60,OUT027,5846.284465239467
FDK52,OUT046,3654.6854678627997
FDA02,OUT017,2508.807854809969
FDM56,OUT049,1592.9963469160862
FDE57,OUT035,2038.8325049186537
FDM32,OUT045,1370.72541934777
NCQ30,OUT027,2955.7638868358617
FDQ27,OUT027,2860.1354454009042
FDT60,OUT027,2981.660982044079
FDU43,OUT049,3973.753680321689
NCO55,OUT035,1638.202567289147
FDG02,OUT045,3069.588828490572
FDJ28,OUT013,3078.990997540105
FDP40,OUT045,1803.0367914198064
FDJ38,OUT045,3112.429815948904
NCC54,OUT017,3888.2456705491804
NCZ41,OUT046,2077.1484347010382
FDK38,OUT019,364.5608528624545
FDU52,OUT013,2298.682517766205
FDC40,OUT046,1232.0836374612084
NCR30,OUT017,1106.320705383765
NCN18,OUT017,1728.4369101545565
FDB50,OUT035,1299.680708624502
FDG04,OUT013,3124.620508614306
FDR26,OUT035,2751.63107547997
NCT17,OUT018,2954.570266290358
FDX35,OUT027,5846.284465239467
FDS12,OUT046,2090.0238643178086
NCZ29,OUT027,2981.660982044079
FDB38,OUT010,383.17194372182524
FDP12,OUT013,642.7366119061106
FDP22,OUT046,837.2575346893243
FDS26,OUT018,3918.8903691784085
FDR52,OUT046,3167.089561651732
DRJ13,OUT046,2650.648853386454
FDU48,OUT027,2987.5194257046446
FDE29,OUT035,1022.3246211302873
NCT29,OUT049,2010.4471828964504
DRK37,OUT018,3039.450867523927
FDK55,OUT046,1363.0022742805684
FDR07,OUT046,1554.2524068611062
FDO21,OUT027,5847.642262698811
FDK46,OUT049,4053.075005442527
FDB12,OUT045,1660.440687331164
FDT31,OUT027,5154.635034236355
FDJ33,OUT045,1971.9982953294436
FDC26,OUT027,2892.881658389706
NCQ02,OUT045,3027.131500478573
FDP08,OUT010,502.7979119949492
FDB11,OUT027,5846.284465239467
FDV55,OUT013,2445.567634166844
FDW20,OUT049,2187.3185731257945
NCJ18,OUT019,280.20596500873467
FDC41,OUT018,1133.7338862547601
FDE14,OUT027,2860.1354454009042
FDG35,OUT013,2884.8218399834996
FDF45,OUT035,926.1076980488524
FDS19,OUT027,2005.8246083366096
FDS58,OUT019,380.99857473891103
FDA26,OUT017,3770.316993752668
FDM32,OUT049,1322.0871645798159
FDL45,OUT046,2166.3946591319996
FDZ55,OUT049,2553.485248745747
FDY37,OUT049,2232.433539347599
FDO46,OUT046,3164.6806060736194
FDQ60,OUT046,2016.0702570348847
FDA19,OUT018,1920.0452992182213
FDL15,OUT046,2578.1097915642144
FDM10,OUT018,3332.9400218192914
NCL05,OUT017,594.6754147456683
DRK49,OUT010,131.80625081322768
NCE18,OUT027,5847.642262698811
FDG40,OUT049,642.426912183047
DRI59,OUT045,3693.6391385292627
FDK28,OUT035,4284.594312294955
NCD06,OUT019,131.80625081322768
FDO11,OUT019,573.0195065502661
FDK27,OUT046,2074.533915827822
FDT43,OUT027,1088.4673743039857
FDD38,OUT018,1587.0934014858908
FDA16,OUT049,3692.7743369584973
FDL14,OUT027,4132.926423056252
NCM17,OUT049,691.8048000326238
FDD20,OUT045,2087.2869455279038
FDA40,OUT045,1353.723464306649
FDL43,OUT045,1300.5170776634693
FDV15,OUT045,1659.523482080003
FDE52,OUT046,1384.7438453479024
NCL17,OUT010,354.7881160186461
NCJ31,OUT045,3728.2128216891447
FDR60,OUT045,1273.0572975467344
NCA18,OUT035,1809.9566119942656
FDS21,OUT027,1405.897487617781
FDW09,OUT035,1279.399667662049
FDL26,OUT035,2532.792425398109
FDS47,OUT018,1318.7055192197065
FDC39,OUT046,3456.179579096346
FDT51,OUT035,1784.9015342222103
FDK40,OUT035,4320.951432021352
NCG19,OUT045,3669.3483982966964
FDZ07,OUT046,1110.0813914297921
FDF08,OUT027,2688.3229246769392
FDO04,OUT013,988.2586917391166
FDK41,OUT018,1280.0023822739201
FDP15,OUT049,3911.0921705288356
NCD43,OUT018,1609.2938894035244
NCP18,OUT013,2440.9808730410205
FDZ51,OUT046,1497.2234300584576
DRH13,OUT035,1694.276946133811
FDF38,OUT045,650.5130317488871
NCI43,OUT045,779.7579263342992
FDM38,OUT027,1278.6195780507019
FDS03,OUT013,1196.4160110434584
DRJ47,OUT017,2774.849091508493
FDT50,OUT010,230.16873565320327
FDV02,OUT046,2832.783593361753
NCG18,OUT017,1662.7438210551863
FDW52,OUT046,2712.829861045496
FDS40,OUT035,623.8978115156126
FDN31,OUT017,3121.5308345910316
FDA37,OUT045,1919.0567040099315
FDA15,OUT046,4158.630102879581
FDL39,OUT046,3061.3853371998603
FDJ53,OUT045,1916.5206137823798
FDX22,OUT013,3596.797972007693
NCZ42,OUT045,3832.7054849942097
FDD56,OUT027,4435.542976714885
FDD40,OUT017,3016.9308465770246
FDS50,OUT013,3658.2555750174993
NCN14,OUT013,3081.1137314321527
FDT15,OUT013,3194.473499898239
NCS18,OUT027,2874.8818025111414
NCO26,OUT010,268.6967443799502
FDF58,OUT018,1015.6746422791975
NCB19,OUT013,1408.138384023346
FDH26,OUT017,2117.558129053309
DRB24,OUT027,4123.391149513644
FDA49,OUT018,1293.063169871684
FDB32,OUT045,1512.6899788813573
FDI36,OUT017,3083.9964329202876
NCA17,OUT010,366.13723912039694
FDH22,OUT013,2055.4695983792867
NCM26,OUT018,2421.6671279380407
FDT15,OUT027,5154.635034236355
FDB16,OUT018,1344.0935300567126
NCP54,OUT027,2981.660982044079
FDJ36,OUT013,1663.833916248118
FDO28,OUT045,1913.8479024226565
FDU09,OUT013,987.599670984284
FDF29,OUT017,2120.321334807865
FDY08,OUT013,2112.1982428868714
DRJ59,OUT018,561.8559557360564
FDT23,OUT027,2008.7327984754268
FDU15,OUT018,561.590208069166
FDT47,OUT013,1526.0107301246987
FDI53,OUT019,384.1215649724228
FDR59,OUT018,3980.8463577979733
FDD53,OUT035,649.3388043695755
FDY51,OUT017,3660.911280383237
FDT04,OUT049,659.1593238534133
FDU51,OUT049,2833.3510098825595
FDG14,OUT035,2398.5089390397434
NCU06,OUT045,3640.3699876787637
DRG25,OUT046,3220.544168633617
DRH49,OUT035,1332.2401482234513
FDN15,OUT035,2133.0414629280112
FDL43,OUT018,1180.712665401626
NCT18,OUT049,3251.5359004290117
NCB31,OUT013,4047.2421532574213
FDK57,OUT035,1884.3193932946876
FDY04,OUT019,386.08871339739164
NCP54,OUT046,2159.684116167228
FDF41,OUT013,3875.9763043128505
FDM01,OUT045,1687.8398794186962
FDW03,OUT045,1713.378168097192
FDF28,OUT045,2041.0316582031094
FDY37,OUT017,2160.0198435244215
FDQ03,OUT017,3834.1420445466315
FDP51,OUT027,2936.620323143281
FDJ40,OUT017,1769.8474356326508
FDC32,OUT049,1428.878125905384
DRI49,OUT027,2333.1951466889655
NCW54,OUT017,867.8115136414257
FDF09,OUT017,567.0113113489415
FDP45,OUT018,3691.082978067933
DRJ23,OUT018,2893.0578854593223
FDS59,OUT017,1799.4875939257897
FDY08,OUT046,2116.3681560643518
FDX16,OUT049,2531.495282813077
FDY16,OUT018,2965.9965985425188
FDK32,OUT035,2577.243653565362
FDQ22,OUT013,652.0249542617809
NCC31,OUT018,2412.5455117959946
FDG58,OUT049,2438.347526376943
DRF48,OUT013,3174.803523844921
DRH36,OUT049,1115.039008474507
NCR30,OUT035,1169.1299573633858
FDB03,OUT019,572.4085505391955
FDZ28,OUT027,2981.660982044079
FDR35,OUT017,3067.7978283390917
DRD15,OUT027,5847.642262698811
FDJ33,OUT019,280.6649931781484
FDA56,OUT010,271.41160317005927
FDP56,OUT046,790.6608345819349
NCT30,OUT046,794.9678582660837
FDK15,OUT017,1646.5906466855456
FDH44,OUT018,2403.53114142323
FDV01,OUT013,2422.7798758344165
DRG03,OUT017,2509.3934392160063
FDG50,OUT027,2696.0989135478208
FDR16,OUT010,573.825307577512
FDZ60,OUT046,1619.0383675023213
DRG03,OUT045,2577.670763051718
FDS56,OUT018,3971.2870191429415
FDU33,OUT045,770.2131569446602
DRD27,OUT035,1535.364742301129
FDW22,OUT046,3698.4889801603767
DRA24,OUT045,2660.845932268994
FDF38,OUT049,659.7333872255128
FDX48,OUT013,2421.028564243378
FDS58,OUT018,2523.336456240327
FDC32,OUT046,1458.196119435574
NCQ29,OUT045,4095.838526766108
DRK39,OUT018,1327.3825285180574
NCS38,OUT017,1859.8797895081193
DRO47,OUT013,1723.7431532816938
DRG27,OUT027,1034.4924779216165
FDC57,OUT027,5706.599023072701
FDS55,OUT046,2391.208231158977
NCJ06,OUT018,1996.6484689900212
FDO01,OUT019,282.912412535335
NCM55,OUT045,3123.262890143803
FDC52,OUT049,2448.117590554859
FDQ15,OUT045,1286.864391660215
NCT30,OUT027,1087.824632531933
NCR42,OUT027,1026.4318768255275
FDD28,OUT035,918.7594745527543
FDQ34,OUT049,1648.2178228431003
FDZ12,OUT027,2996.281195369088
DRE13,OUT019,209.4926780093284
NCN07,OUT019,283.3073284907463
FDM28,OUT035,2989.8912528931105
FDI10,OUT017,2910.010858781928
FDQ25,OUT013,2847.3885571006035
FDA38,OUT010,573.8512753110048
DRI13,OUT049,3568.843421283054
FDY20,OUT027,2705.661881887951
NCZ53,OUT035,3088.571587390058
NCM31,OUT013,2362.198279936498
DRB01,OUT017,3217.049564391109
DRF37,OUT046,3984.578366061073
NCF42,OUT049,2852.3235615156077
FDF16,OUT018,2314.367389447423
FDB41,OUT013,763.1218333973677
FDR34,OUT013,3798.1524164257844
FDR15,OUT018,2379.278264414808
NCV42,OUT019,273.2744182392992
FDW51,OUT035,3634.1486923588113
FDU36,OUT017,1593.5258979814314
FDX60,OUT049,1283.3357119818775
FDY03,OUT035,1793.7421275161603
FDW55,OUT045,4019.924739826272
FDT01,OUT010,572.6839934942906
FDG58,OUT013,2376.9900854623756
FDK21,OUT017,4042.694702836726
NCS41,OUT019,465.1455952880361
FDS10,OUT045,2979.464530390223
NCT53,OUT046,2470.802817138056
FDJ28,OUT018,2924.202115018288
FDX44,OUT045,1407.088428313506
FDT20,OUT018,576.8454749270811
FDO44,OUT017,1665.0671363557558
NCX17,OUT049,3737.087902234857
FDY01,OUT017,1880.3509338894212
FDJ12,OUT027,5847.642262698811
DRK35,OUT018,567.1143680728676
FDD47,OUT019,385.6139783312768
NCM53,OUT035,1635.392799601307
FDO45,OUT013,1360.739015926378
NCM42,OUT010,253.81533519146114
FDE04,OUT046,2862.2823523839234
NCI30,OUT027,5846.284465239467
FDZ19,OUT013,2766.732437245056
FDW57,OUT013,2894.3127176516728
FDA25,OUT013,1654.274128147679
FDT22,OUT046,990.9238777736247
FDP51,OUT013,1945.5041535119608
FDD48,OUT027,2919.6792511641024
FDY39,OUT035,3179.747438658631
FDO48,OUT010,573.266287033427
FDD23,OUT027,5154.635034236355
DRN35,OUT027,1026.6454584296323
FDT01,OUT035,3671.915354764997
FDC20,OUT010,131.80625081322768
DRJ35,OUT035,1053.2399972098938
FDB32,OUT046,1439.4851988769972
FDL24,OUT046,2958.1862912069305
NCV42,OUT035,1844.1366981289327
FDZ46,OUT046,1693.3039741802572
FDC15,OUT013,2433.3039732622174
FDD08,OUT019,131.80625081322768
FDY50,OUT049,1381.4866964365067
FDD36,OUT013,2078.3515675722383
FDG57,OUT027,1087.0768605520443
FDL21,OUT018,581.374065313364
FDN16,OUT027,2860.1354454009042
FDJ09,OUT027,1080.4697869881447
FDS01,OUT010,433.4492734628485
FDV33,OUT017,4109.864522132016
DRE12,OUT017,1839.6451961280948
FDR07,OUT013,1531.383666629528
FDP48,OUT010,469.15402447266814
NCB55,OUT035,929.4430651108732
FDQ08,OUT013,1049.2376158809511
FDR34,OUT035,3888.3217325675573
FDO33,OUT046,1719.3683420047303
FDP13,OUT045,647.3226154543117
FDX12,OUT049,3993.272182352281
NCT06,OUT049,2739.451739448079
FDR16,OUT019,573.434862667404
FDE36,OUT046,2498.2293670146337
FDZ36,OUT049,3318.921578897895
FDV13,OUT045,1343.0941861704625
NCZ17,OUT035,632.0041968263399
FDU56,OUT045,3063.7191656450987
FDM09,OUT035,2932.1522119368956
FDV02,OUT017,2832.542121079624
FDS34,OUT018,1691.208734219042
FDA11,OUT049,1525.6013246845812
FDP09,OUT017,3708.58277037433
FDB29,OUT027,2903.445261557502
FDT19,OUT017,2794.88069006485
DRH15,OUT017,625.9013898415523
FDY38,OUT046,3702.4704793480514
FDF14,OUT027,4103.873671982052
FDN48,OUT010,226.92996515734004
FDQ12,OUT013,3819.147872549931
NCJ43,OUT045,2972.6529242854826
FDE17,OUT019,365.0733315683255
FDB05,OUT035,4102.332502464373
FDH10,OUT045,2956.7584041503947
NCR06,OUT017,591.5629742509781
FDU32,OUT018,1979.626811906976
FDD56,OUT049,2872.588972581858
FDO36,OUT018,2877.95876785874
FDH16,OUT010,224.69689436548313
FDX10,OUT018,567.1143680728676
FDZ37,OUT017,1363.8826050311666
FDU31,OUT010,573.8512753110048
DRC49,OUT049,2094.4920307887337
FDL15,OUT045,2577.777874102566
FDN32,OUT019,487.53812171400716
DRH59,OUT027,1437.947960184866
NCU29,OUT049,2416.139203890038
FDR37,OUT019,466.5125308607363
FDS14,OUT018,2330.907775202158
FDU02,OUT027,5846.284465239467
FDJ08,OUT035,3126.369908310704
NCZ06,OUT045,3852.713907436728
FDO31,OUT049,1324.7925645277237
FDH31,OUT018,1608.728075656573
FDS58,OUT017,2592.307809449252
NCA53,OUT027,1086.4289453533584
FDF50,OUT046,3167.815204240327
NCW42,OUT049,3615.633496194651
NCQ17,OUT045,2472.665681981779
FDK51,OUT018,3976.0408928549164
NCW41,OUT010,377.0235087722726
NCR29,OUT017,864.5701010063381
FDB08,OUT019,380.99857473891103
FDA40,OUT027,2542.425539585851
FDL14,OUT018,2398.676852254863
FDB47,OUT046,3504.322543831731
FDO03,OUT035,3859.068371298865
DRK13,OUT019,517.2690385044405
FDX13,OUT010,573.8512753110048
FDF52,OUT046,3233.2551030229934
FDT11,OUT013,3152.927210002715
FDB08,OUT013,2512.0436620702353
FDQ28,OUT018,2415.1870563400666
FDD29,OUT045,4159.017290225045
NCQ29,OUT027,5846.284465239467
NCO02,OUT013,1198.216880380354
FDR56,OUT010,502.7979119949492
NCM54,OUT049,2084.2548207741975
FDP51,OUT035,1841.0488844929523
FDT38,OUT013,1347.4962611924925
FDZ20,OUT018,3856.979136714995
FDJ53,OUT013,1975.3040218491678
FDX13,OUT049,4145.054517205168
FDP58,OUT035,3635.022168167688
NCK31,OUT019,131.80625081322768
FDA35,OUT018,1901.3310579048295
FDV37,OUT018,3004.2674857004167
NCO07,OUT027,5847.642262698811
FDA20,OUT045,3118.061814655499
FDZ59,OUT035,2679.4069678729425
NCY17,OUT017,633.4785237403664
FDQ28,OUT035,2587.3606848312684
FDV35,OUT017,2497.2786766663576
FDQ36,OUT013,644.9517783328121
FDD34,OUT018,2524.171839470726
FDK51,OUT045,4253.989724982024
FDV31,OUT035,2729.3337991676985
FDR04,OUT035,1542.1158786913472
FDR14,OUT049,919.9570902272288
DRC36,OUT010,425.36746190164484
FDE39,OUT019,279.78932300422235
FDP57,OUT049,1625.2746647166248
FDE57,OUT046,2119.7296870359455
NCN18,OUT046,1734.4016344530066
NCQ05,OUT018,2385.944309792606
FDW47,OUT035,1959.2474131332199
FDV46,OUT035,2133.0414629280112
NCP29,OUT045,1085.7028603875576
FDE09,OUT018,1684.3485482492445
NCU06,OUT027,5846.284465239467
FDT19,OUT010,421.1834856562552
DRF15,OUT017,2434.8720463445525
DRI51,OUT013,2733.78725434273
NCX54,OUT013,1697.4738992182579
DRE01,OUT013,3789.5053733478635
NCB07,OUT045,2931.810270239788
FDU50,OUT035,1818.5958518528676
FDG40,OUT035,625.2403209749068
FDW10,OUT018,2724.490978410283
FDX51,OUT013,3047.1752197585547
NCP17,OUT045,1078.4388437190448
FDP21,OUT035,3149.2085012166394
FDL04,OUT045,1584.4056309373452
FDV23,OUT013,2034.0634181862868
FDF24,OUT046,1311.4668176944856
FDH56,OUT027,2903.445261557502
FDB51,OUT049,1029.7880807237505
FDI58,OUT027,2841.366650695995
FDR20,OUT013,761.9358439858959
FDC51,OUT018,1989.6280053090968
FDB16,OUT027,2541.13326548129
FDE40,OUT049,1008.8699924271051
NCM17,OUT035,675.2024703845728
FDU56,OUT035,3107.296946715879
FDS32,OUT019,285.09777467023247
FDX02,OUT049,3693.5950488763565
FDT39,OUT027,4114.892561483938
FDE35,OUT017,867.4117247058784
NCI42,OUT019,568.5036182316726
DRL23,OUT046,1646.7696446230593
FDA10,OUT046,2063.8431831707753
FDA11,OUT013,1538.848225641195
NCM06,OUT046,2377.8046098544123
NCT05,OUT035,4186.140005903096
NCQ02,OUT010,490.7798281782073
NCY06,OUT049,2108.050237103389
FDY56,OUT035,3790.1780578316166
FDL02,OUT035,1631.9715897183137
NCI06,OUT035,2851.910314401504
FDQ14,OUT045,2384.278652315111
FDQ12,OUT017,3887.6511716583004
FDP36,OUT046,790.7581783814912
FDK21,OUT027,5847.642262698811
FDO40,OUT045,2541.411292630668
NCK54,OUT019,277.5678619513068
FDY09,OUT018,2879.888329349514
NCW30,OUT049,4054.406015955611
NCC55,OUT027,1026.9616002273085
FDE58,OUT018,1817.1411185097065
FDR39,OUT013,3083.3829109743965
FDU28,OUT049,3115.405398641688
FDH08,OUT017,3909.961046723705
FDG35,OUT045,2900.367504984417
FDG22,OUT049,642.6537508203049
FDC34,OUT035,2705.275293826531
FDP15,OUT018,3679.174951729606
FDK34,OUT010,573.8664998856955
FDU45,OUT035,1987.2692859407343
FDQ04,OUT027,1034.1763361239405
FDX22,OUT018,3363.004200624955
FDB45,OUT017,1637.7058803575244
NCH43,OUT027,5846.284465239467
DRE60,OUT046,3630.9912221776726
FDD17,OUT027,5847.642262698811
NCM54,OUT017,2037.4915278165695
NCH55,OUT013,2139.755257675312
NCT06,OUT017,2631.2717183560726
FDA48,OUT027,5846.284465239467
FDY58,OUT027,5847.642262698811
FDO25,OUT045,3599.628514713722
FDN50,OUT045,1505.1695873836632
FDH35,OUT035,2622.158062066693
FDK09,OUT045,3615.6848933905117
FDO16,OUT013,1378.3104386532266
FDW11,OUT045,1093.1487436002942
FDU47,OUT027,2987.5194257046446
NCQ42,OUT010,274.9296086565831
FDK55,OUT027,2696.0989135478208
FDN08,OUT049,1889.9035621541573
FDT57,OUT045,3800.189242454038
FDJ12,OUT018,3325.9929513458064
DRL59,OUT017,760.4316604865722
NCN53,OUT046,642.4659436010238
FDO51,OUT010,131.80625081322768
FDK56,OUT017,3167.80010863671
FDY12,OUT035,855.7148940454034
FDU15,OUT035,626.8096690714589
FDQ19,OUT046,4005.731465426634
DRF15,OUT045,2491.4961269886658
DRE25,OUT019,233.07461419964622
FDK57,OUT018,1845.5781288679239
FDD33,OUT010,573.825307577512
FDR34,OUT027,5847.642262698811
FDU04,OUT045,2043.8421039307743
